model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date
  HP EliteBook 840 G9 6T1S3EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,כולל,כולל,לא כולל,לא כולל,5890,6564,6227.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1177636,12/2022
  HP 255 G8 32P18EA,HP,לא רלוונטי,לא זמין,"1.74 ק""ג",8 GB,לא זמין,לא זמין,לא זמין,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1374,1539,1456.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1138551,1/2022
  HP ZBook Studio G9 62U99EA,HP,לא רלוונטי,Windows 10 PRO,"1.73 ק""ג",32 GB,3.7Ghz,12800H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,כולל,1 מגה פיקסל,"מצלמת IR, קורא טביעות אצבע",לא כולל,9989,12000,10994.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1172579,11/2022
  HP ZBook Fury 16 G9 62U96EA,HP,לא רלוונטי,Windows 10 PRO,"2.39 ק""ג",32 GB,4.8Ghz,12850HX,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,11465,14026,12745.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178889,12/2022
  HP 250 G8 2X7L0EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1568,1800,1684.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1106790,3/2021
  HP 14s-dq5009nj 7C421EA,HP,לא רלוונטי,ללא,"1.46 ק""ג",16 GB,4.4Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,כולל,לא זמין,לא כולל,2477,2549,2513.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1182956,1/2023
  HP Victus 16-e0001nj 4P4B6EA,HP,גיימינג,Windows 10,"2.46 ק""ג",16 GB,2.7Ghz,11400H,דור 11,לא זמין,1000 GB,SSD,לא כולל,16.1 אינטש,1920x1080,IPS,לא זמין,ללא,1 מגה פיקסל,לא כולל,לא כולל,3490,4699,4094.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1144936,3/2022
  HP 250 G10 725C5EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2397,2434,2415.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193739,5/2023
  HP 15-dw3015nj 307Z9EA,HP,לא רלוונטי,ללא,"1.75 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2481,3083,2782.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1102647,1/2021
  HP Pavilion 15-eg0003nj 308A2EA,HP,לא רלוונטי,ללא,"1.75 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,2284,2599,2441.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1103866,2/2021
  HP ProBook 445 G8 59S08EA,HP,לא רלוונטי,Windows 11 Pro,"1.37 ק""ג",16 GB,2.3Ghz,5600U,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2575,3333,2954.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1149635,4/2022
  HP 250 G10 725G7EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2489,2728,2608.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193768,5/2023
  HP Pavilion x360 14-ek1006nj 7Z558EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",16 GB,3.4Ghz,1335U,דור 13,לא זמין,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,לא כולל,לא כולל,3990,4049,4019.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1189262,3/2023
  HP 15s-fq2023nj 308J8EA,HP,לא רלוונטי,Windows 10,"1.69 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2090,2467,2278.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1110443,4/2021
  HP 15-eg0007nj 308J5EA,HP,לא רלוונטי,Windows 10,"1.75 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2798,3898,3348.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1099441,1/2021
  HP Pavilion x360 14-ek0001nj 7C415EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,לא זמין,לא כולל,2953,3190,3071.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1182957,1/2023
  HP 250 G10 725C6EA,HP,לא רלוונטי,Windows 11 Pro,"1.52 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3139,3417,3278.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193771,5/2023
  HP ProBook 450 G10 725J2EA,HP,לא רלוונטי,Windows 11 Pro,"1.79 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4440,4490,4465.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192307,4/2023
  HP EliteBook 840 G9 6T1S3EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,כולל,כולל,לא כולל,לא כולל,5890,6564,6227.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1177636,12/2022
  HP EliteBook 840 G10 6T291EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,מצלמת IR,לא כולל,6470,7029,6749.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1191615,4/2023
  HP 15s-fq2015nj 308J6EA,HP,לא רלוונטי,Windows 10,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2307,3199,2753.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1107984,3/2021
  HP 255 G8 32P18EA,HP,לא רלוונטי,לא זמין,"1.74 ק""ג",8 GB,לא זמין,לא זמין,לא זמין,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1374,1539,1456.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1138551,1/2022
  HP 250 G8 2X7L1EA,HP,לא רלוונטי,Windows 10 PRO,"1.74 ק""ג",8 GB,4.7Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3176,4004,3590.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1102004,1/2021
  HP ZBook Studio G9 62U99EA,HP,לא רלוונטי,Windows 10 PRO,"1.73 ק""ג",32 GB,3.7Ghz,12800H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,כולל,1 מגה פיקסל,"מצלמת IR, קורא טביעות אצבע",לא כולל,9989,12000,10994.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1172579,11/2022
  HP 14s-dq2015n 308P5EA,HP,לא רלוונטי,ללא,"1.46 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2498,2519,2508.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1110445,4/2021
  HP ProBook 440 G8 4K7J1EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",8 GB,2.8Ghz,1165G7,דור 11,לא זמין,512 GB,SSD,לא כולל,14 אינטש,לא זמין,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2630,2999,2814.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1144929,3/2022
  HP Envy 13-ba0013nj 307X4EA,HP,לא רלוונטי,Windows 10,"2.34 ק""ג",16 GB,4.7Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4350,6251,5300.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1113179,5/2021
  HP ProBook 640 G8 4K7R1EA,HP,לא רלוונטי,Windows 10 PRO,"1.38 ק""ג",8 GB,2.6Ghz,1145G7,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3198,3780,3489.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1148686,4/2022
  HP Pavilion 15-eg3008nj 7Z562EA,HP,לא רלוונטי,Windows 10,"1.74 ק""ג",16 GB,3.7Ghz,1360P,דור 13,לא זמין,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,4400,4539,4469.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1191799,4/2023
  HP 15s-fq5022nj 7C465EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2308,2664,2486.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179082,12/2022
  HP ProBook 450 G9 6F1E5EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3359,3799,3579.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181349,1/2023
  HP EliteBook 860 G10 6T285EA,HP,לא רלוונטי,Windows 11 Pro,"1.73 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,6460,7126,6793.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1191614,4/2023
  HP 14s-dq2011nj 308P4EA,HP,לא רלוונטי,Windows 10,"1.46 ק""ג",8 GB,3Ghz,1115G4,דור 11,לא זמין,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1975,2465,2220.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1109813,4/2021
  HP Pavilion Plus 14-eh1000nj 847C4EA,HP,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.5Ghz,13500H,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,90 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4590,4745,4667.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193758,5/2023
  HP 14-ep0008nj 847D6EA,HP,לא רלוונטי,Windows 11 Home,"1.46 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3147,3199,3173.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192626,5/2023
  HP 15s-fq5024nj 7C466EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2499,2549,2524.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1185340,2/2023
  HP 15s-fq5027nj 7C469EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2054,2090,2072.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181704,1/2023
  HP ProBook 440 G9 6A2H3EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,2876,3249,3062.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1171166,10/2022
  HP Probook 450 G8 2R9D4EA,HP,לא רלוונטי,Windows 10 PRO,"1.74 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3009,3464,3236.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1102722,1/2021
  HP ProBook 430 G8 5N4H1EA,HP,לא רלוונטי,Windows 11 Pro,"1.28 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2989,3750,3369.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1166491,8/2022
  HP 15-dw1033nj 2N4Y6EA,HP,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,15.6 אינטש,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,לא זמין,1890,2370,2130.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1105083,2/2021
  HP Pavilion 13-bb0002nj 3N3D0EA,HP,לא רלוונטי,Windows 10,"1.24 ק""ג",8 GB,2Ghz,1125G4,דור 11,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2299,3464,2881.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1127417,10/2021
  HP ProBook 450 G8 32M40EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2866,3321,3093.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1097718,12/2020
  HP Pavilion 15-eg0005nj 308J4EA,HP,לא רלוונטי,Windows 10,"1.75 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3585,4265,3925.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1101495,1/2021
  HP Victus 16-d0001nj 4P4B5EA,HP,גיימינג,ללא,"2.46 ק""ג",16 GB,2.7Ghz,11400H,דור 11,DDR4,1000 GB,SSD,לא כולל,16.1 אינטש,1920x1080,IPS,לא זמין,ללא,1 מגה פיקסל,לא כולל,לא כולל,3290,3719,3504.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1147554,3/2022
  HP ZBook Firefly 14 G9 69Q71EA,HP,לא רלוונטי,Windows 10 PRO,"1.47 ק""ג",32 GB,4.7Ghz,12650H,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,6588,7885,7236.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1171608,10/2022
  HP ProBook 445 G8 59S07EA,HP,לא רלוונטי,Windows 11 Pro,"1.37 ק""ג",8 GB,4.2Ghz,5600U,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,2198,2988,2593.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1160351,6/2022
  HP Pavilion 15-dw3205nj 4Z1Y5EA,HP,לא רלוונטי,ללא,"1.75 ק""ג",8 GB,2Ghz,1125G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1600,1980,1790.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1143846,2/2022
  HP HP240 G8 43W70EA,HP,לא רלוונטי,ללא,"1.47 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1449,1690,1569.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1132311,12/2021
  HP 14-ep0006nj 847D5EA,HP,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.4Ghz,1335U,דור 13,לא זמין,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,3199,3239,3219.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193205,5/2023
  HP 250 G8 5N453EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,לא זמין,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2628,2739,2683.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1142439,2/2022
  HP EliteBook 630 G9 6A2G5EA,HP,לא רלוונטי,Windows 11 Pro,"1.28 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,3530,3965,3747.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1190976,4/2023
  HP ProBook 450 G8 59S02EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,לא זמין,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,3136,3464,3300.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1146634,3/2022
  EliteBook 830 G9‎ 6F609EA HP,HP,לא רלוונטי,Windows 10 PRO,"1.27 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4280,5499,4889.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179086,12/2022
  HP EliteBook 840 G10 6T286EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,מצלמת IR,כולל,7207,7718,7462.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1191616,4/2023
  HP ProBook 445 G8 59W14EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,2.3Ghz,5600U,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2588,3299,2943.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1169189,9/2022
  HP ZBook Firefly G9 525B8EA,HP,לא רלוונטי,Windows 10 PRO,"1.8 ק""ג",16 GB,3.4Ghz,1255U,דור 12,DDR5,512 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,5890,7989,6939.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178092,12/2022
  HP Pavilion 14-dv0000nj 308F2EA,HP,לא רלוונטי,Windows 10,"1.41 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1995,1999,1997.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1114346,5/2021
  HP ENVY x360 Convert 15-es0002nj 4L8V0EA,HP,לא רלוונטי,Windows 10,"1.77 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,,,,,,,,,,,לא כולל,4779,6890,5834.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1125410,9/2021
  HP EliteBook 840 G9 6T0Y2EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,5889,6090,5989.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181360,1/2023
  HP EliteBook 630 G10 725H5EA,HP,לא רלוונטי,ללא,"1.22 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,,,,,,,,,,,לא כולל,3889,3990,3939.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1196467,6/2023
  HP Victus Gaming 15-fa1024nj 800J9EA,HP,גיימינג,Windows 11 Home,"2.46 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR4,,,,,,,,,,,לא כולל,6295,6650,6472.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1188446,3/2023
  HP 240 G8 43W72EA,HP,לא רלוונטי,ללא,"1.47 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,1995,2389,2192.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1157322,6/2022
  HP Pavilion x360 15-er1004nj 7C428EA,HP,לא רלוונטי,Windows 11 Home,"1.79 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,4175,4199,4187.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178812,12/2022
  HP ProBook 440 G9 6A2H6EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,3482,3946,3714.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1168478,9/2022
  HP ProBook 470 G8 5N3U9EA,HP,לא רלוונטי,Windows 11 Pro,"2.08 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,3388,4080,3734.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1163672,7/2022
  HP 15s-fq5037nj 7C476EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,3499,3791,3645.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179083,12/2022
  HP OMEN 16-b0001nj 4T9K7EA,HP,גיימינג,ללא,"2.3 ק""ג",16 GB,4.6Ghz,11800H,דור 11,DDR4,,,,,,,,,,,לא כולל,5040,6450,5745.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1122203,8/2021
  HP EliteBook 840 G9 6T1D1EA,HP,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,,,,,,,,,,,לא כולל,4889,5599,5244.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1183906,2/2023
  HP EliteBook 850 G8 2Y2Q5EA,HP,לא רלוונטי,Windows 10 PRO,"1.68 ק""ג",16 GB,4.2Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,3732,5789,4760.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1113382,5/2021
  HP Pavilion 15-eh1002nj 4L8Z6EA,HP,לא רלוונטי,Windows 10,"1.75 ק""ג",8 GB,2.1Ghz,5500U,דור 4,DDR4,,,,,,,,,,,לא כולל,2242,2399,2320.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1137762,1/2022
  HP 14-ep0004nj 847D4EA,HP,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,,,,,,,,,,,לא כולל,2947,2949,2948.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192625,5/2023
  HP ProBook 450 G8 59S03EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,2890,3780,3335.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1151301,4/2022
  HP 15s-eq0008nj 2N1L9EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,2.1Ghz,3450U,דור 2,DDR4,,,,,,,,,,,לא כולל,1790,2440,2115.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1130764,11/2021
